feature,importance
wave_cav_tail_risk,0.06345898456323924
wave_intensity_tail_risk,0.05369710862837608
wave_arias_tail_risk,0.05205789221346504
tail_risk_proxy,0.048063856694479004
log1p_tail_risk_proxy,0.04691178574877773
damper_story_1,0.038329191123351744
flexibility_x_period,0.03739841032634875
wave_intensity_score_x_period,0.027363583122008848
floor_height,0.026726065006649983
wave_pga_x_period,0.026000194940488875
wave_arias_proxy_x_period,0.02436803515456467
period_squared,0.02184338854686587
floor_height_x_period,0.021468473460296573
wave_cav_x_period,0.02038759555721144
log1p_period_1_sec,0.018991742619710362
mass_to_stiffness,0.018396679365781123
period_1_sec,0.01793147754571696
damper_sparse_ratio,0.01718193278787643
damper_install_ratio,0.016998421109536595
floor_mass_x_period,0.015347485956091518
num_floors_x_period,0.014145731585134495
height_to_stiffness,0.013640763226090076
k_base_1_4,0.012403218733207431
wave_structure_period_log_gap,0.012087364777609261
inv_k_base_1_4,0.011950951268385955
wave_to_structure_period_ratio,0.01108871441667185
wave_dominant_freq_x_period,0.010568381794514765
structure_to_wave_period_ratio,0.01016239061645131
strength_inverse_x_period,0.009441972052002642
damper_install_count,0.008632685488693297
wave_rms,0.007903718597072115
wave_dominant_freq,0.007424905321145338
wave_predominant_period,0.0071885889014832545
wave_intensity_score,0.007082095156237656
log1p_wave_predominant_period,0.007060374820417414
inv_Fy_add,0.0069023067768999614
Fy_add,0.0068676504699533404
log1p_wave_rms,0.006845328475852084
damper_story_2,0.006392789505116689
log1p_wave_dominant_freq,0.006105604970192126
wave_arias_proxy,0.006036533085661352
wave_spectral_centroid_x_period,0.005998301456326427
floor_mass,0.005744255105610673
log1p_wave_arias_proxy,0.0052274496339917206
log1p_wave_mean_abs,0.005005690300208156
log1p_wave_intensity_score,0.004987296195428583
log1p_wave_spectral_centroid,0.004315415442602761
wave_cav,0.0043126822753141725
wave_spectral_centroid,0.004140097419824735
num_floors,0.004112771245125982
log1p_wave_zero_crossing_rate,0.00389861403228602
wave_mean_abs,0.0038439129646882088
wave_zero_crossing_rate,0.003790933665867993
waveform_acc_scaled_0034,0.0037087676235794693
log1p_wave_cav,0.0034307515966300476
waveform_acc_scaled_0035,0.003040964121433749
waveform_acc_scaled_0028,0.0027903880075483625
log1p_wave_pga,0.002657593519881523
waveform_acc_scaled_0027,0.0026379418945846928
waveform_acc_scaled_0094,0.0026206584247642907
wave_pga,0.0025470683757734
damper_story_3,0.0023447092896143316
waveform_acc_scaled_0118,0.0022389498116291836
waveform_acc_scaled_0057,0.0020465687265964687
waveform_acc_scaled_0104,0.001854109239909493
waveform_acc_scaled_0068,0.001772959492439338
waveform_acc_scaled_0072,0.0017371680352414683
damper_story_4,0.00172482706683488
waveform_acc_scaled_0022,0.0016952364533526433
waveform_acc_scaled_0060,0.0016928248816280255
waveform_acc_scaled_0032,0.0016811730459608115
waveform_acc_scaled_0080,0.0016754112907463338
waveform_acc_scaled_0042,0.001569491814704256
