number,value,state,params_DEPTH,params_ITERATIONS,params_L2_LEAF_REG,params_LEARNING_RATE,params_SUBSAMPLE,params_WAVEFORM_FEATURE_COUNT,user_attrs_artifact_root,user_attrs_config_params,user_attrs_metrics,user_attrs_model_dir
38,0.0035158287286827694,COMPLETE,8,1750,1.0441322043174792,0.0707653865980089,0.7921122533151509,64,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0038,"{'ITERATIONS': 1750, 'LEARNING_RATE': 0.0707653865980089, 'DEPTH': 8, 'L2_LEAF_REG': 1.0441322043174792, 'SUBSAMPLE': 0.7921122533151509, 'WAVEFORM_FEATURE_COUNT': 64}","{'Samples': 3420, 'R2': 0.7575326623218026, 'MAE': 0.0006827055905831546, 'RMSE': 0.0013246552828684657, 'MAPE': 25.196193903455494, 'Bias': -0.00042903592762842083, 'SelectionScore': 0.0035158287286827694}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0038\model-20260531-181258-99dfe0c9-train20260611-024147
39,0.0030691088306189383,COMPLETE,4,6000,1.1469494243938012,0.07332033682912427,0.6246200690727831,256,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0039,"{'ITERATIONS': 6000, 'LEARNING_RATE': 0.07332033682912427, 'DEPTH': 4, 'L2_LEAF_REG': 1.1469494243938012, 'SUBSAMPLE': 0.6246200690727831, 'WAVEFORM_FEATURE_COUNT': 256}","{'Samples': 3420, 'R2': 0.8130807157133002, 'MAE': 0.0006307487813112616, 'RMSE': 0.0011630631839500505, 'MAPE': 27.080783877468267, 'Bias': -0.00036205078441623714, 'SelectionScore': 0.0030691088306189383}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0039\model-20260531-181258-99dfe0c9-train20260611-024211
40,0.003424310090403817,COMPLETE,4,6000,2.52700699189242,0.05264183591051551,0.6772439062503277,64,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0040,"{'ITERATIONS': 6000, 'LEARNING_RATE': 0.05264183591051551, 'DEPTH': 4, 'L2_LEAF_REG': 2.52700699189242, 'SUBSAMPLE': 0.6772439062503277, 'WAVEFORM_FEATURE_COUNT': 64}","{'Samples': 3420, 'R2': 0.7710030497278989, 'MAE': 0.0006963444667163506, 'RMSE': 0.0012873335955081392, 'MAPE': 30.502066694607247, 'Bias': -0.00036031439014513184, 'SelectionScore': 0.003424310090403817}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0040\model-20260531-181258-99dfe0c9-train20260611-024242
41,0.0031050027798227497,COMPLETE,5,6000,3.16745380876407,0.05554296807524725,0.6250703640329839,256,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0041,"{'ITERATIONS': 6000, 'LEARNING_RATE': 0.05554296807524725, 'DEPTH': 5, 'L2_LEAF_REG': 3.16745380876407, 'SUBSAMPLE': 0.6250703640329839, 'WAVEFORM_FEATURE_COUNT': 256}","{'Samples': 3420, 'R2': 0.807868177967134, 'MAE': 0.0006252341628367354, 'RMSE': 0.0011791685964005075, 'MAPE': 24.676108635828655, 'Bias': -0.00038795502390810894, 'SelectionScore': 0.0031050027798227497}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0041\model-20260531-181258-99dfe0c9-train20260611-024303
42,0.0032560745758935796,COMPLETE,7,6000,3.9426289486401345,0.060023868120988075,0.6329987938669875,256,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0042,"{'ITERATIONS': 6000, 'LEARNING_RATE': 0.060023868120988075, 'DEPTH': 7, 'L2_LEAF_REG': 3.9426289486401345, 'SUBSAMPLE': 0.6329987938669875, 'WAVEFORM_FEATURE_COUNT': 256}","{'Samples': 3420, 'R2': 0.7889463386342424, 'MAE': 0.0006492926721732242, 'RMSE': 0.0012358697413973837, 'MAPE': 26.1998345161579, 'Bias': -0.0003726645073174684, 'SelectionScore': 0.0032560745758935796}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0042\model-20260531-181258-99dfe0c9-train20260611-024345
43,0.003418260647809833,COMPLETE,6,6000,1.300685532275668,0.0691669793270992,0.6626279845658374,256,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0043,"{'ITERATIONS': 6000, 'LEARNING_RATE': 0.0691669793270992, 'DEPTH': 6, 'L2_LEAF_REG': 1.300685532275668, 'SUBSAMPLE': 0.6626279845658374, 'WAVEFORM_FEATURE_COUNT': 256}","{'Samples': 3420, 'R2': 0.7706690564187022, 'MAE': 0.0006705598047038456, 'RMSE': 0.0012882720450077246, 'MAPE': 26.12207029758778, 'Bias': -0.0003998300766146425, 'SelectionScore': 0.003418260647809833}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0043\model-20260531-181258-99dfe0c9-train20260611-024513
44,0.0036750193219927743,COMPLETE,4,5500,2.666430484920306,0.06456343448480034,0.6416057270241955,384,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0044,"{'ITERATIONS': 5500, 'LEARNING_RATE': 0.06456343448480034, 'DEPTH': 4, 'L2_LEAF_REG': 2.666430484920306, 'SUBSAMPLE': 0.6416057270241955, 'WAVEFORM_FEATURE_COUNT': 384}","{'Samples': 3420, 'R2': 0.7373834234749902, 'MAE': 0.0007097427766850934, 'RMSE': 0.0013785969765069332, 'MAPE': 28.284974930580987, 'Bias': -0.00042383844969851335, 'SelectionScore': 0.0036750193219927743}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0044\model-20260531-181258-99dfe0c9-train20260611-024613
45,0.003270253432461397,COMPLETE,4,5250,1.6529540237199132,0.04471967219030136,0.6627004440788609,256,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0045,"{'ITERATIONS': 5250, 'LEARNING_RATE': 0.04471967219030136, 'DEPTH': 4, 'L2_LEAF_REG': 1.6529540237199132, 'SUBSAMPLE': 0.6627004440788609, 'WAVEFORM_FEATURE_COUNT': 256}","{'Samples': 3420, 'R2': 0.79066243005777, 'MAE': 0.000649877664084654, 'RMSE': 0.0012308350163616516, 'MAPE': 27.302227008824385, 'Bias': -0.0003853015368277786, 'SelectionScore': 0.003270253432461397}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0045\model-20260531-181258-99dfe0c9-train20260611-024651
46,0.0031707434181708002,COMPLETE,6,2000,2.1800956943142813,0.05293776127039854,0.850575363516807,256,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0046,"{'ITERATIONS': 2000, 'LEARNING_RATE': 0.05293776127039854, 'DEPTH': 6, 'L2_LEAF_REG': 2.1800956943142813, 'SUBSAMPLE': 0.850575363516807, 'WAVEFORM_FEATURE_COUNT': 256}","{'Samples': 3420, 'R2': 0.8036748294488532, 'MAE': 0.0006083083330581465, 'RMSE': 0.001191967037368828, 'MAPE': 23.904558721990686, 'Bias': -0.00034814653568523496, 'SelectionScore': 0.0031707434181708002}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0046\model-20260531-181258-99dfe0c9-train20260611-024719
47,0.003202645742287076,COMPLETE,6,3250,1.0166425594255122,0.016556220067854958,0.7021182411214648,256,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0047,"{'ITERATIONS': 3250, 'LEARNING_RATE': 0.016556220067854958, 'DEPTH': 6, 'L2_LEAF_REG': 1.0166425594255122, 'SUBSAMPLE': 0.7021182411214648, 'WAVEFORM_FEATURE_COUNT': 256}","{'Samples': 3420, 'R2': 0.7976480540556092, 'MAE': 0.000638214626825741, 'RMSE': 0.0012101242013173592, 'MAPE': 24.934132627790934, 'Bias': -0.00038829598492767266, 'SelectionScore': 0.003202645742287076}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0047\model-20260531-181258-99dfe0c9-train20260611-024742
48,0.0033116462314030847,COMPLETE,4,5500,6.492079143790049,0.05925410269501655,0.675361705239307,256,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0048,"{'ITERATIONS': 5500, 'LEARNING_RATE': 0.05925410269501655, 'DEPTH': 4, 'L2_LEAF_REG': 6.492079143790049, 'SUBSAMPLE': 0.675361705239307, 'WAVEFORM_FEATURE_COUNT': 256}","{'Samples': 3420, 'R2': 0.7849008955397341, 'MAE': 0.0006568278651694496, 'RMSE': 0.0012476579982247374, 'MAPE': 27.10263398703799, 'Bias': -0.0003672685972208732, 'SelectionScore': 0.0033116462314030847}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0048\model-20260531-181258-99dfe0c9-train20260611-024816
49,0.0033933141233756185,COMPLETE,6,3500,1.1252403512096734,0.022699667621259172,0.6322491612513279,384,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0049,"{'ITERATIONS': 3500, 'LEARNING_RATE': 0.022699667621259172, 'DEPTH': 6, 'L2_LEAF_REG': 1.1252403512096734, 'SUBSAMPLE': 0.6322491612513279, 'WAVEFORM_FEATURE_COUNT': 384}","{'Samples': 3420, 'R2': 0.7753128634143647, 'MAE': 0.0006656358894799683, 'RMSE': 0.0012751619897233986, 'MAPE': 26.163560237628797, 'Bias': -0.00041441205967548847, 'SelectionScore': 0.0033933141233756185}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\catboost\trial_0049\model-20260531-181258-99dfe0c9-train20260611-024846
