number,value,state,params_COLSAMPLE_BYTREE,params_LEARNING_RATE,params_MAX_DEPTH,params_MIN_CHILD_WEIGHT,params_N_ESTIMATORS,params_REG_ALPHA,params_REG_LAMBDA,params_SUBSAMPLE,params_WAVEFORM_FEATURE_COUNT,user_attrs_artifact_root,user_attrs_config_params,user_attrs_metrics,user_attrs_model_dir
26,0.0032748784077524054,COMPLETE,0.7222587638401098,0.030563426011712996,6,2.6407386552319037,3250,7.90702723035411e-05,0.43065118436012456,0.6221632625597797,64,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0026,"{'N_ESTIMATORS': 3250, 'LEARNING_RATE': 0.030563426011712996, 'MAX_DEPTH': 6, 'MIN_CHILD_WEIGHT': 2.6407386552319037, 'SUBSAMPLE': 0.6221632625597797, 'COLSAMPLE_BYTREE': 0.7222587638401098, 'REG_LAMBDA': 0.43065118436012456, 'REG_ALPHA': 7.90702723035411e-05, 'WAVEFORM_FEATURE_COUNT': 64}","{'Samples': 3420, 'R2': 0.7857191724260255, 'MAE': 0.0006832683161528169, 'RMSE': 0.0012452825757253423, 'MAPE': 28.617325772541577, 'Bias': -0.00036181803890058926, 'SelectionScore': 0.0032748784077524054}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0026\model-20260531-181258-99dfe0c9-train20260611-015152
27,0.002973311174039135,COMPLETE,0.7700359115446245,0.028747839871147544,5,19.962608264826628,3750,8.264412156231966e-05,0.18545463575840782,0.781167179631017,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0027,"{'N_ESTIMATORS': 3750, 'LEARNING_RATE': 0.028747839871147544, 'MAX_DEPTH': 5, 'MIN_CHILD_WEIGHT': 19.962608264826628, 'SUBSAMPLE': 0.781167179631017, 'COLSAMPLE_BYTREE': 0.7700359115446245, 'REG_LAMBDA': 0.18545463575840782, 'REG_ALPHA': 8.264412156231966e-05, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8232450717350576, 'MAE': 0.0006160798855444494, 'RMSE': 0.0011309984759341636, 'MAPE': 25.73078465737677, 'Bias': -0.00033880512569127024, 'SelectionScore': 0.002973311174039135}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0027\model-20260531-181258-99dfe0c9-train20260611-015205
28,0.002833607672449885,COMPLETE,0.8784408830449478,0.07608253924944398,4,5.966740503257683,3500,0.000123273501733407,0.007769841969679563,0.9942507752189071,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0028,"{'N_ESTIMATORS': 3500, 'LEARNING_RATE': 0.07608253924944398, 'MAX_DEPTH': 4, 'MIN_CHILD_WEIGHT': 5.966740503257683, 'SUBSAMPLE': 0.9942507752189071, 'COLSAMPLE_BYTREE': 0.8784408830449478, 'REG_LAMBDA': 0.007769841969679563, 'REG_ALPHA': 0.000123273501733407, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8358629473644364, 'MAE': 0.0006083467931708458, 'RMSE': 0.0010898822238339084, 'MAPE': 27.95072187617513, 'Bias': -0.00030028053418258905, 'SelectionScore': 0.002833607672449885}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0028\model-20260531-181258-99dfe0c9-train20260611-015222
29,0.0030017764435154473,COMPLETE,0.8516095949255238,0.0487901519633674,4,1.5311062674386628,2250,0.00010467500671500575,8.151503068792522,0.6968610165483331,256,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0029,"{'N_ESTIMATORS': 2250, 'LEARNING_RATE': 0.0487901519633674, 'MAX_DEPTH': 4, 'MIN_CHILD_WEIGHT': 1.5311062674386628, 'SUBSAMPLE': 0.6968610165483331, 'COLSAMPLE_BYTREE': 0.8516095949255238, 'REG_LAMBDA': 8.151503068792522, 'REG_ALPHA': 0.00010467500671500575, 'WAVEFORM_FEATURE_COUNT': 256}","{'Samples': 3420, 'R2': 0.8192858316794434, 'MAE': 0.0006275330172387652, 'RMSE': 0.001143595283619751, 'MAPE': 26.990921446852436, 'Bias': -0.00037375908497780163, 'SelectionScore': 0.0030017764435154473}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0029\model-20260531-181258-99dfe0c9-train20260611-015235
30,0.0033656500877338696,COMPLETE,0.9295197685466801,0.03561723574422367,6,14.603366090973072,2000,7.927719340862398e-06,0.7380109550789373,0.9317329577315168,384,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0030,"{'N_ESTIMATORS': 2000, 'LEARNING_RATE': 0.03561723574422367, 'MAX_DEPTH': 6, 'MIN_CHILD_WEIGHT': 14.603366090973072, 'SUBSAMPLE': 0.9317329577315168, 'COLSAMPLE_BYTREE': 0.9295197685466801, 'REG_LAMBDA': 0.7380109550789373, 'REG_ALPHA': 7.927719340862398e-06, 'WAVEFORM_FEATURE_COUNT': 384}","{'Samples': 3420, 'R2': 0.7785329885982639, 'MAE': 0.0006791529413616663, 'RMSE': 0.001265991461074376, 'MAPE': 27.61370572130648, 'Bias': -0.00035994970274157303, 'SelectionScore': 0.0033656500877338696}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0030\model-20260531-181258-99dfe0c9-train20260611-015250
31,0.0032135819375033736,COMPLETE,0.8171959201480898,0.044333772665979244,4,7.156595373472391,3000,0.0003949699321591338,0.03207751515382763,0.9768143557832432,64,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0031,"{'N_ESTIMATORS': 3000, 'LEARNING_RATE': 0.044333772665979244, 'MAX_DEPTH': 4, 'MIN_CHILD_WEIGHT': 7.156595373472391, 'SUBSAMPLE': 0.9768143557832432, 'COLSAMPLE_BYTREE': 0.8171959201480898, 'REG_LAMBDA': 0.03207751515382763, 'REG_ALPHA': 0.0003949699321591338, 'WAVEFORM_FEATURE_COUNT': 64}","{'Samples': 3420, 'R2': 0.7937067486015771, 'MAE': 0.0006645217214545269, 'RMSE': 0.0012218524509394657, 'MAPE': 29.71211566306994, 'Bias': -0.00033994766260018994, 'SelectionScore': 0.0032135819375033736}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0031\model-20260531-181258-99dfe0c9-train20260611-015314
32,0.00310764052590743,COMPLETE,0.8534382169396445,0.04357981501999712,3,2.1240142860980957,3750,0.00012272846958279857,0.004434888042928731,0.9002522609760838,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0032,"{'N_ESTIMATORS': 3750, 'LEARNING_RATE': 0.04357981501999712, 'MAX_DEPTH': 3, 'MIN_CHILD_WEIGHT': 2.1240142860980957, 'SUBSAMPLE': 0.9002522609760838, 'COLSAMPLE_BYTREE': 0.8534382169396445, 'REG_LAMBDA': 0.004434888042928731, 'REG_ALPHA': 0.00012272846958279857, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8083793328531511, 'MAE': 0.0006437533508941223, 'RMSE': 0.0011775989990169009, 'MAPE': 28.460747782485754, 'Bias': -0.000339862016773838, 'SelectionScore': 0.00310764052590743}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0032\model-20260531-181258-99dfe0c9-train20260611-015323
33,0.002930470638654401,COMPLETE,0.9611477201801439,0.04790639618875524,4,8.427012695506304,3750,6.848494238037545e-06,0.23824931698878432,0.9526661149087715,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0033,"{'N_ESTIMATORS': 3750, 'LEARNING_RATE': 0.04790639618875524, 'MAX_DEPTH': 4, 'MIN_CHILD_WEIGHT': 8.427012695506304, 'SUBSAMPLE': 0.9526661149087715, 'COLSAMPLE_BYTREE': 0.9611477201801439, 'REG_LAMBDA': 0.23824931698878432, 'REG_ALPHA': 6.848494238037545e-06, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8275929408701432, 'MAE': 0.0006227450280944765, 'RMSE': 0.001117001550151628, 'MAPE': 28.129961818223308, 'Bias': -0.0003127750840457144, 'SelectionScore': 0.002930470638654401}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0033\model-20260531-181258-99dfe0c9-train20260611-015335
34,0.0033987874315530697,COMPLETE,0.8990601073866372,0.04342794409303518,6,4.6096070802113,3000,0.00019339965963854064,0.003439858215521502,0.9993485976853105,384,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0034,"{'N_ESTIMATORS': 3000, 'LEARNING_RATE': 0.04342794409303518, 'MAX_DEPTH': 6, 'MIN_CHILD_WEIGHT': 4.6096070802113, 'SUBSAMPLE': 0.9993485976853105, 'COLSAMPLE_BYTREE': 0.8990601073866372, 'REG_LAMBDA': 0.003439858215521502, 'REG_ALPHA': 0.00019339965963854064, 'WAVEFORM_FEATURE_COUNT': 384}","{'Samples': 3420, 'R2': 0.7732339097000086, 'MAE': 0.0006964256163822963, 'RMSE': 0.001281047726652662, 'MAPE': 28.963428091563937, 'Bias': -0.00036819757390965977, 'SelectionScore': 0.0033987874315530697}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0034\model-20260531-181258-99dfe0c9-train20260611-015349
35,0.0029390641471819527,COMPLETE,0.7789351170205253,0.04252545343218199,6,9.478667274427067,2500,1.2163192461131192e-06,0.7091832561737886,0.6941972821335033,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0035,"{'N_ESTIMATORS': 2500, 'LEARNING_RATE': 0.04252545343218199, 'MAX_DEPTH': 6, 'MIN_CHILD_WEIGHT': 9.478667274427067, 'SUBSAMPLE': 0.6941972821335033, 'COLSAMPLE_BYTREE': 0.7789351170205253, 'REG_LAMBDA': 0.7091832561737886, 'REG_ALPHA': 1.2163192461131192e-06, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8288534742299144, 'MAE': 0.0005955657515806967, 'RMSE': 0.001112910648034728, 'MAPE': 25.23793674828874, 'Bias': -0.00031872017702880837, 'SelectionScore': 0.0029390641471819527}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0035\model-20260531-181258-99dfe0c9-train20260611-015422
36,0.0029131316181328472,COMPLETE,0.956462711479083,0.07876882828901684,6,19.237049005247027,2000,0.00013014057842061004,0.2896911534240676,0.9044793884003932,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0036,"{'N_ESTIMATORS': 2000, 'LEARNING_RATE': 0.07876882828901684, 'MAX_DEPTH': 6, 'MIN_CHILD_WEIGHT': 19.237049005247027, 'SUBSAMPLE': 0.9044793884003932, 'COLSAMPLE_BYTREE': 0.956462711479083, 'REG_LAMBDA': 0.2896911534240676, 'REG_ALPHA': 0.00013014057842061004, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8290729298368782, 'MAE': 0.0006202951006080662, 'RMSE': 0.0011121968946460003, 'MAPE': 27.278378788216614, 'Bias': -0.0003132019392667548, 'SelectionScore': 0.0029131316181328472}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0036\model-20260531-181258-99dfe0c9-train20260611-015436
37,0.00290484396822828,COMPLETE,0.7733558141276304,0.06615584676417492,5,9.821775960668367,3500,0.0004159786336570395,0.0016419208976462705,0.8863780428149202,256,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0037,"{'N_ESTIMATORS': 3500, 'LEARNING_RATE': 0.06615584676417492, 'MAX_DEPTH': 5, 'MIN_CHILD_WEIGHT': 9.821775960668367, 'SUBSAMPLE': 0.8863780428149202, 'COLSAMPLE_BYTREE': 0.7733558141276304, 'REG_LAMBDA': 0.0016419208976462705, 'REG_ALPHA': 0.0004159786336570395, 'WAVEFORM_FEATURE_COUNT': 256}","{'Samples': 3420, 'R2': 0.8227296374905793, 'MAE': 0.0006516655112027472, 'RMSE': 0.0011326463252496948, 'MAPE': 27.922969166181932, 'Bias': -0.0004150334396981953, 'SelectionScore': 0.00290484396822828}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0037\model-20260531-181258-99dfe0c9-train20260611-015448
38,0.002890942033151705,COMPLETE,0.9042184424669547,0.04847990353793736,5,11.419023609433255,4250,6.421682546787612e-05,0.003049169592332049,0.9928424052108067,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0038,"{'N_ESTIMATORS': 4250, 'LEARNING_RATE': 0.04847990353793736, 'MAX_DEPTH': 5, 'MIN_CHILD_WEIGHT': 11.419023609433255, 'SUBSAMPLE': 0.9928424052108067, 'COLSAMPLE_BYTREE': 0.9042184424669547, 'REG_LAMBDA': 0.003049169592332049, 'REG_ALPHA': 6.421682546787612e-05, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.829342177387582, 'MAE': 0.0006149691492450265, 'RMSE': 0.0011113205726281604, 'MAPE': 26.455738916995365, 'Bias': -0.0003483135491896123, 'SelectionScore': 0.002890942033151705}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0038\model-20260531-181258-99dfe0c9-train20260611-015512
39,0.0032786717372832444,COMPLETE,0.7848589920586927,0.053174992370177136,4,2.2901234643403696,3750,6.788132396790884e-06,1.3375145754743838,0.7711607431286484,64,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0039,"{'N_ESTIMATORS': 3750, 'LEARNING_RATE': 0.053174992370177136, 'MAX_DEPTH': 4, 'MIN_CHILD_WEIGHT': 2.2901234643403696, 'SUBSAMPLE': 0.7711607431286484, 'COLSAMPLE_BYTREE': 0.7848589920586927, 'REG_LAMBDA': 1.3375145754743838, 'REG_ALPHA': 6.788132396790884e-06, 'WAVEFORM_FEATURE_COUNT': 64}","{'Samples': 3420, 'R2': 0.7825114100941595, 'MAE': 0.0007031658823208803, 'RMSE': 0.0012545688284093875, 'MAPE': 31.468396835382684, 'Bias': -0.00038908542235735136, 'SelectionScore': 0.0032786717372832444}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0039\model-20260531-181258-99dfe0c9-train20260611-015530
40,0.0028170017330584125,COMPLETE,0.814047640939592,0.06353303986410345,7,2.3629978724448675,2500,1.3239529832894762e-06,0.05727481707133886,0.9964915329570808,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0040,"{'N_ESTIMATORS': 2500, 'LEARNING_RATE': 0.06353303986410345, 'MAX_DEPTH': 7, 'MIN_CHILD_WEIGHT': 2.3629978724448675, 'SUBSAMPLE': 0.9964915329570808, 'COLSAMPLE_BYTREE': 0.814047640939592, 'REG_LAMBDA': 0.05727481707133886, 'REG_ALPHA': 1.3239529832894762e-06, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8385050520107475, 'MAE': 0.000593056943299715, 'RMSE': 0.0010810747511256515, 'MAPE': 24.98858875404552, 'Bias': -0.0003232348100427409, 'SelectionScore': 0.0028170017330584125}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0040\model-20260531-181258-99dfe0c9-train20260611-015541
41,0.0030197561299312374,COMPLETE,0.8143040944961479,0.07390469318426536,8,0.9053032524428487,2250,1.7194075216465738e-05,0.020422658428443076,0.902072143161016,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0041,"{'N_ESTIMATORS': 2250, 'LEARNING_RATE': 0.07390469318426536, 'MAX_DEPTH': 8, 'MIN_CHILD_WEIGHT': 0.9053032524428487, 'SUBSAMPLE': 0.902072143161016, 'COLSAMPLE_BYTREE': 0.8143040944961479, 'REG_LAMBDA': 0.020422658428443076, 'REG_ALPHA': 1.7194075216465738e-05, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8179666260313739, 'MAE': 0.0006226026332218712, 'RMSE': 0.0011477617917800924, 'MAPE': 26.620449580249236, 'Bias': -0.00031598273969223436, 'SelectionScore': 0.0030197561299312374}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0041\model-20260531-181258-99dfe0c9-train20260611-015559
42,0.0029221296551667593,COMPLETE,0.8756974876660093,0.0627933263352164,9,5.512185356517951,2250,5.030712583399303e-06,0.02843702313254667,0.9499956871893245,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0042,"{'N_ESTIMATORS': 2250, 'LEARNING_RATE': 0.0627933263352164, 'MAX_DEPTH': 9, 'MIN_CHILD_WEIGHT': 5.512185356517951, 'SUBSAMPLE': 0.9499956871893245, 'COLSAMPLE_BYTREE': 0.8756974876660093, 'REG_LAMBDA': 0.02843702313254667, 'REG_ALPHA': 5.030712583399303e-06, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8291015173344924, 'MAE': 0.0006103255650404199, 'RMSE': 0.0011121038834700173, 'MAPE': 25.24545688661254, 'Bias': -0.00031583031626725817, 'SelectionScore': 0.0029221296551667593}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0042\model-20260531-181258-99dfe0c9-train20260611-015624
43,0.0028740970033241378,COMPLETE,0.8077743635461057,0.03313894774526921,6,1.7776084288644889,4250,1.307687164207631e-06,0.08810972774281613,0.9929268267204541,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0043,"{'N_ESTIMATORS': 4250, 'LEARNING_RATE': 0.03313894774526921, 'MAX_DEPTH': 6, 'MIN_CHILD_WEIGHT': 1.7776084288644889, 'SUBSAMPLE': 0.9929268267204541, 'COLSAMPLE_BYTREE': 0.8077743635461057, 'REG_LAMBDA': 0.08810972774281613, 'REG_ALPHA': 1.307687164207631e-06, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8336890255802242, 'MAE': 0.0005948800920830893, 'RMSE': 0.0010970759837311203, 'MAPE': 24.894038980096084, 'Bias': -0.00031179862133778137, 'SelectionScore': 0.0028740970033241378}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0043\model-20260531-181258-99dfe0c9-train20260611-015655
44,0.002946908816393455,COMPLETE,0.8123794588835174,0.05283945929827721,4,4.4993492647211895,3000,9.911301168121166e-05,6.139928518001442,0.7698404088550004,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0044,"{'N_ESTIMATORS': 3000, 'LEARNING_RATE': 0.05283945929827721, 'MAX_DEPTH': 4, 'MIN_CHILD_WEIGHT': 4.4993492647211895, 'SUBSAMPLE': 0.7698404088550004, 'COLSAMPLE_BYTREE': 0.8123794588835174, 'REG_LAMBDA': 6.139928518001442, 'REG_ALPHA': 9.911301168121166e-05, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8256850256502803, 'MAE': 0.0006162569653401749, 'RMSE': 0.001123165104812592, 'MAPE': 27.00442698817709, 'Bias': -0.00033121133322560904, 'SelectionScore': 0.002946908816393455}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0044\model-20260531-181258-99dfe0c9-train20260611-015717
45,0.0029973270094904763,COMPLETE,0.9186796483093752,0.046908032113638934,6,2.668527382630236,4000,0.0002537296005325945,1.1297919826558618,0.6719148495310341,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0045,"{'N_ESTIMATORS': 4000, 'LEARNING_RATE': 0.046908032113638934, 'MAX_DEPTH': 6, 'MIN_CHILD_WEIGHT': 2.668527382630236, 'SUBSAMPLE': 0.6719148495310341, 'COLSAMPLE_BYTREE': 0.9186796483093752, 'REG_LAMBDA': 1.1297919826558618, 'REG_ALPHA': 0.0002537296005325945, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8203468599926494, 'MAE': 0.0006153256795984992, 'RMSE': 0.0011402331419691318, 'MAPE': 25.5947888340392, 'Bias': -0.00033720329264091644, 'SelectionScore': 0.0029973270094904763}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0045\model-20260531-181258-99dfe0c9-train20260611-015729
46,0.0032743035280347887,COMPLETE,0.7129776524307081,0.05613590013804159,8,2.9794243273788257,3750,4.4557728868882134e-05,0.3103600138497684,0.9465824419780361,256,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0046,"{'N_ESTIMATORS': 3750, 'LEARNING_RATE': 0.05613590013804159, 'MAX_DEPTH': 8, 'MIN_CHILD_WEIGHT': 2.9794243273788257, 'SUBSAMPLE': 0.9465824419780361, 'COLSAMPLE_BYTREE': 0.7129776524307081, 'REG_LAMBDA': 0.3103600138497684, 'REG_ALPHA': 4.4557728868882134e-05, 'WAVEFORM_FEATURE_COUNT': 256}","{'Samples': 3420, 'R2': 0.7880857446870188, 'MAE': 0.0006593359507527026, 'RMSE': 0.0012383868737692396, 'MAPE': 25.163209960362327, 'Bias': -0.0003946741437656004, 'SelectionScore': 0.0032743035280347887}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0046\model-20260531-181258-99dfe0c9-train20260611-015754
47,0.002740337777118779,COMPLETE,0.7670979788419384,0.0673838196615659,5,4.527917033282544,3500,4.1383955997657895e-05,0.0045963207671804816,0.9906438848791574,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0047,"{'N_ESTIMATORS': 3500, 'LEARNING_RATE': 0.0673838196615659, 'MAX_DEPTH': 5, 'MIN_CHILD_WEIGHT': 4.527917033282544, 'SUBSAMPLE': 0.9906438848791574, 'COLSAMPLE_BYTREE': 0.7670979788419384, 'REG_LAMBDA': 0.0045963207671804816, 'REG_ALPHA': 4.1383955997657895e-05, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8442345085649721, 'MAE': 0.0006053183806563986, 'RMSE': 0.001061724596810041, 'MAPE': 26.727561738872172, 'Bias': -0.0003120894249561996, 'SelectionScore': 0.002740337777118779}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0047\model-20260531-181258-99dfe0c9-train20260611-015850
48,0.00292208256219006,COMPLETE,0.6950578652943362,0.06554153837666377,5,4.400830973167418,2750,4.710854893756915e-05,0.0656950483519451,0.8936845478934452,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0048,"{'N_ESTIMATORS': 2750, 'LEARNING_RATE': 0.06554153837666377, 'MAX_DEPTH': 5, 'MIN_CHILD_WEIGHT': 4.400830973167418, 'SUBSAMPLE': 0.8936845478934452, 'COLSAMPLE_BYTREE': 0.6950578652943362, 'REG_LAMBDA': 0.0656950483519451, 'REG_ALPHA': 4.710854893756915e-05, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.827530798861263, 'MAE': 0.0006169593221126265, 'RMSE': 0.0011172028367665298, 'MAPE': 26.995407464488927, 'Bias': -0.0003322013907336441, 'SelectionScore': 0.00292208256219006}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0048\model-20260531-181258-99dfe0c9-train20260611-015905
49,0.003136743489048849,COMPLETE,0.6038154690171463,0.04574939673659458,5,8.75823573917626,4250,6.513238832103597e-05,0.004463114816946264,0.9717673051496126,64,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0049,"{'N_ESTIMATORS': 4250, 'LEARNING_RATE': 0.04574939673659458, 'MAX_DEPTH': 5, 'MIN_CHILD_WEIGHT': 8.75823573917626, 'SUBSAMPLE': 0.9717673051496126, 'COLSAMPLE_BYTREE': 0.6038154690171463, 'REG_LAMBDA': 0.004463114816946264, 'REG_ALPHA': 6.513238832103597e-05, 'WAVEFORM_FEATURE_COUNT': 64}","{'Samples': 3420, 'R2': 0.8026080783256568, 'MAE': 0.0006457273557609039, 'RMSE': 0.0011952009823640122, 'MAPE': 28.221867179760906, 'Bias': -0.00032741473160058376, 'SelectionScore': 0.003136743489048849}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\xgboost\trial_0049\model-20260531-181258-99dfe0c9-train20260611-015918
