number,value,state,params_COLSAMPLE_BYTREE,params_LEARNING_RATE,params_MAX_DEPTH,params_MIN_CHILD_SAMPLES,params_NUM_LEAVES,params_N_ESTIMATORS,params_REG_ALPHA,params_REG_LAMBDA,params_SUBSAMPLE,params_WAVEFORM_FEATURE_COUNT,user_attrs_artifact_root,user_attrs_config_params,user_attrs_metrics,user_attrs_model_dir
23,0.002924206983902949,COMPLETE,0.8454853848186601,0.046367647613508825,8,198,55,4750,0.00040043013051211117,0.0015894097345964403,0.8494674811894419,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0023,"{'N_ESTIMATORS': 4750, 'LEARNING_RATE': 0.046367647613508825, 'NUM_LEAVES': 55, 'MAX_DEPTH': 8, 'MIN_CHILD_SAMPLES': 198, 'SUBSAMPLE': 0.8494674811894419, 'COLSAMPLE_BYTREE': 0.8454853848186601, 'REG_LAMBDA': 0.0015894097345964403, 'REG_ALPHA': 0.00040043013051211117, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8288467492485915, 'MAE': 0.0006121612650783765, 'RMSE': 0.0011129325130120288, 'MAPE': 26.253125768909747, 'Bias': -0.0003332502812221844, 'SelectionScore': 0.002924206983902949}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0023\model-20260531-181258-99dfe0c9-train20260611-020436
24,0.003217322999332256,COMPLETE,0.8781788792651857,0.07895270941893484,12,182,55,3250,0.003341845900093426,0.0014776674621047787,0.7286127040408812,64,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0024,"{'N_ESTIMATORS': 3250, 'LEARNING_RATE': 0.07895270941893484, 'NUM_LEAVES': 55, 'MAX_DEPTH': 12, 'MIN_CHILD_SAMPLES': 182, 'SUBSAMPLE': 0.7286127040408812, 'COLSAMPLE_BYTREE': 0.8781788792651857, 'REG_LAMBDA': 0.0014776674621047787, 'REG_ALPHA': 0.003341845900093426, 'WAVEFORM_FEATURE_COUNT': 64}","{'Samples': 3420, 'R2': 0.7915331273129245, 'MAE': 0.0006740803120143208, 'RMSE': 0.0012282726445953449, 'MAPE': 27.105242495936366, 'Bias': -0.0004031530776174214, 'SelectionScore': 0.003217322999332256}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0024\model-20260531-181258-99dfe0c9-train20260611-020450
25,0.002933127182593412,COMPLETE,0.8429648375055767,0.06127205529744064,8,193,38,5000,8.955566557092214e-05,0.0034048320186783622,0.9634237214364592,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0025,"{'N_ESTIMATORS': 5000, 'LEARNING_RATE': 0.06127205529744064, 'NUM_LEAVES': 38, 'MAX_DEPTH': 8, 'MIN_CHILD_SAMPLES': 193, 'SUBSAMPLE': 0.9634237214364592, 'COLSAMPLE_BYTREE': 0.8429648375055767, 'REG_LAMBDA': 0.0034048320186783622, 'REG_ALPHA': 8.955566557092214e-05, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8286082520994164, 'MAE': 0.000613559206575294, 'RMSE': 0.0011137076628472758, 'MAPE': 26.192169958117624, 'Bias': -0.00033290986595864533, 'SelectionScore': 0.002933127182593412}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0025\model-20260531-181258-99dfe0c9-train20260611-020500
26,0.002940585254141069,COMPLETE,0.9388829823305436,0.06827995577213278,6,156,43,5000,0.00010756235090642376,0.005282512391322733,0.6540079054308295,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0026,"{'N_ESTIMATORS': 5000, 'LEARNING_RATE': 0.06827995577213278, 'NUM_LEAVES': 43, 'MAX_DEPTH': 6, 'MIN_CHILD_SAMPLES': 156, 'SUBSAMPLE': 0.6540079054308295, 'COLSAMPLE_BYTREE': 0.9388829823305436, 'REG_LAMBDA': 0.005282512391322733, 'REG_ALPHA': 0.00010756235090642376, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8244141894611517, 'MAE': 0.0006336335836134668, 'RMSE': 0.0011272518643744049, 'MAPE': 27.627468617406056, 'Bias': -0.00035938896107750196, 'SelectionScore': 0.002940585254141069}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0026\model-20260531-181258-99dfe0c9-train20260611-020513
27,0.0029627310084796316,COMPLETE,0.6492857912271497,0.044916954702962295,8,199,38,4750,0.019251299756327927,0.001312751174862713,0.8540671874860472,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0027,"{'N_ESTIMATORS': 4750, 'LEARNING_RATE': 0.044916954702962295, 'NUM_LEAVES': 38, 'MAX_DEPTH': 8, 'MIN_CHILD_SAMPLES': 199, 'SUBSAMPLE': 0.8540671874860472, 'COLSAMPLE_BYTREE': 0.6492857912271497, 'REG_LAMBDA': 0.001312751174862713, 'REG_ALPHA': 0.019251299756327927, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8240309541796387, 'MAE': 0.000617250724056046, 'RMSE': 0.0011284813692468217, 'MAPE': 25.408875885932346, 'Bias': -0.0003691994784713637, 'SelectionScore': 0.0029627310084796316}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0027\model-20260531-181258-99dfe0c9-train20260611-020526
28,0.00290151824584629,COMPLETE,0.9757941438496185,0.05054345860517113,8,111,35,5000,0.009674618203270289,0.003821556008381401,0.8756860316822309,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0028,"{'N_ESTIMATORS': 5000, 'LEARNING_RATE': 0.05054345860517113, 'NUM_LEAVES': 35, 'MAX_DEPTH': 8, 'MIN_CHILD_SAMPLES': 111, 'SUBSAMPLE': 0.8756860316822309, 'COLSAMPLE_BYTREE': 0.9757941438496185, 'REG_LAMBDA': 0.003821556008381401, 'REG_ALPHA': 0.009674618203270289, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8306371385707312, 'MAE': 0.000606078098710986, 'RMSE': 0.0011070961620094682, 'MAPE': 26.141344484577687, 'Bias': -0.00033623100699403213, 'SelectionScore': 0.00290151824584629}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0028\model-20260531-181258-99dfe0c9-train20260611-020537
29,0.0030031640520049026,COMPLETE,0.9871432122884226,0.05750426325073139,10,139,28,5000,0.07615297901763604,0.0023976734802549746,0.7904119094219486,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0029,"{'N_ESTIMATORS': 5000, 'LEARNING_RATE': 0.05750426325073139, 'NUM_LEAVES': 28, 'MAX_DEPTH': 10, 'MIN_CHILD_SAMPLES': 139, 'SUBSAMPLE': 0.7904119094219486, 'COLSAMPLE_BYTREE': 0.9871432122884226, 'REG_LAMBDA': 0.0023976734802549746, 'REG_ALPHA': 0.07615297901763604, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8181580006007181, 'MAE': 0.0006253688849737929, 'RMSE': 0.0011471583030483146, 'MAPE': 26.33803203676952, 'Bias': -0.00036628971303329235, 'SelectionScore': 0.0030031640520049026}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0029\model-20260531-181258-99dfe0c9-train20260611-020552
30,0.003037929909855433,COMPLETE,0.9948139055847877,0.03187721596627748,8,82,15,5000,0.007625133688390902,0.028325132987459662,0.9024905447108548,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0030,"{'N_ESTIMATORS': 5000, 'LEARNING_RATE': 0.03187721596627748, 'NUM_LEAVES': 15, 'MAX_DEPTH': 8, 'MIN_CHILD_SAMPLES': 82, 'SUBSAMPLE': 0.9024905447108548, 'COLSAMPLE_BYTREE': 0.9948139055847877, 'REG_LAMBDA': 0.028325132987459662, 'REG_ALPHA': 0.007625133688390902, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8162374943097804, 'MAE': 0.0006294821362317044, 'RMSE': 0.0011532001917226313, 'MAPE': 27.408064120404397, 'Bias': -0.00033666869191077703, 'SelectionScore': 0.003037929909855433}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0030\model-20260531-181258-99dfe0c9-train20260611-020606
31,0.002995982395932386,COMPLETE,0.9650053052500446,0.05820611595559694,8,132,45,5000,0.0023911062264717602,0.004435587777803591,0.8813826805666829,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0031,"{'N_ESTIMATORS': 5000, 'LEARNING_RATE': 0.05820611595559694, 'NUM_LEAVES': 45, 'MAX_DEPTH': 8, 'MIN_CHILD_SAMPLES': 132, 'SUBSAMPLE': 0.8813826805666829, 'COLSAMPLE_BYTREE': 0.9650053052500446, 'REG_LAMBDA': 0.004435587777803591, 'REG_ALPHA': 0.0023911062264717602, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8215276261120922, 'MAE': 0.0006223003428190555, 'RMSE': 0.0011364798867421811, 'MAPE': 26.273954670601025, 'Bias': -0.0003636469650964063, 'SelectionScore': 0.002995982395932386}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0031\model-20260531-181258-99dfe0c9-train20260611-020617
32,0.0032624400525446467,COMPLETE,0.801998245777564,0.02259026734480468,16,170,89,4250,0.010837497326293837,0.03677125259440951,0.8379143306829736,64,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0032,"{'N_ESTIMATORS': 4250, 'LEARNING_RATE': 0.02259026734480468, 'NUM_LEAVES': 89, 'MAX_DEPTH': 16, 'MIN_CHILD_SAMPLES': 170, 'SUBSAMPLE': 0.8379143306829736, 'COLSAMPLE_BYTREE': 0.801998245777564, 'REG_LAMBDA': 0.03677125259440951, 'REG_ALPHA': 0.010837497326293837, 'WAVEFORM_FEATURE_COUNT': 64}","{'Samples': 3420, 'R2': 0.7856194519027603, 'MAE': 0.0006755848578251871, 'RMSE': 0.0012455723024995425, 'MAPE': 26.00518867086148, 'Bias': -0.00042585664762762694, 'SelectionScore': 0.0032624400525446467}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0032\model-20260531-181258-99dfe0c9-train20260611-020633
33,0.002948269120109708,COMPLETE,0.9090369274877177,0.07941692219022867,6,197,93,5000,0.00046504313856205495,0.0028623857804702807,0.8358179747579152,256,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0033,"{'N_ESTIMATORS': 5000, 'LEARNING_RATE': 0.07941692219022867, 'NUM_LEAVES': 93, 'MAX_DEPTH': 6, 'MIN_CHILD_SAMPLES': 197, 'SUBSAMPLE': 0.8358179747579152, 'COLSAMPLE_BYTREE': 0.9090369274877177, 'REG_LAMBDA': 0.0028623857804702807, 'REG_ALPHA': 0.00046504313856205495, 'WAVEFORM_FEATURE_COUNT': 256}","{'Samples': 3420, 'R2': 0.8231678853016617, 'MAE': 0.0006254520397396314, 'RMSE': 0.0011312453946793492, 'MAPE': 25.807102528837962, 'Bias': -0.0004049443148081385, 'SelectionScore': 0.002948269120109708}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0033\model-20260531-181258-99dfe0c9-train20260611-020647
34,0.002906371523958522,COMPLETE,0.901134852088179,0.045857892617326805,4,186,72,5000,0.0005832106648702865,0.003660098274434679,0.7984111767965648,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0034,"{'N_ESTIMATORS': 5000, 'LEARNING_RATE': 0.045857892617326805, 'NUM_LEAVES': 72, 'MAX_DEPTH': 4, 'MIN_CHILD_SAMPLES': 186, 'SUBSAMPLE': 0.7984111767965648, 'COLSAMPLE_BYTREE': 0.901134852088179, 'REG_LAMBDA': 0.003660098274434679, 'REG_ALPHA': 0.0005832106648702865, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.82764727161993, 'MAE': 0.0006350222544994844, 'RMSE': 0.0011168255355675442, 'MAPE': 29.819695305319794, 'Bias': -0.0003322367583970515, 'SelectionScore': 0.002906371523958522}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0034\model-20260531-181258-99dfe0c9-train20260611-020705
35,0.003291802440908875,COMPLETE,0.9354301163272607,0.026069098677762734,4,127,68,4750,0.00027665239015486177,0.010979084680513446,0.8911389942462286,384,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0035,"{'N_ESTIMATORS': 4750, 'LEARNING_RATE': 0.026069098677762734, 'NUM_LEAVES': 68, 'MAX_DEPTH': 4, 'MIN_CHILD_SAMPLES': 127, 'SUBSAMPLE': 0.8911389942462286, 'COLSAMPLE_BYTREE': 0.9354301163272607, 'REG_LAMBDA': 0.010979084680513446, 'REG_ALPHA': 0.00027665239015486177, 'WAVEFORM_FEATURE_COUNT': 384}","{'Samples': 3420, 'R2': 0.7858287162302852, 'MAE': 0.0006581066868742529, 'RMSE': 0.0012449642307972074, 'MAPE': 26.92613514129407, 'Bias': -0.00038320098457719385, 'SelectionScore': 0.003291802440908875}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0035\model-20260531-181258-99dfe0c9-train20260611-020715
36,0.0030161666499037274,COMPLETE,0.9514660489142232,0.04980172505158098,-1,160,134,4500,0.022388916437619224,0.0014839841066576482,0.7223352645074326,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0036,"{'N_ESTIMATORS': 4500, 'LEARNING_RATE': 0.04980172505158098, 'NUM_LEAVES': 134, 'MAX_DEPTH': -1, 'MIN_CHILD_SAMPLES': 160, 'SUBSAMPLE': 0.7223352645074326, 'COLSAMPLE_BYTREE': 0.9514660489142232, 'REG_LAMBDA': 0.0014839841066576482, 'REG_ALPHA': 0.022388916437619224, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.817493176377421, 'MAE': 0.0006277309601260409, 'RMSE': 0.0011492534263459553, 'MAPE': 24.991999921064426, 'Bias': -0.0003622319249203836, 'SelectionScore': 0.0030161666499037274}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0036\model-20260531-181258-99dfe0c9-train20260611-020734
37,0.002887981557298748,COMPLETE,0.8360500015491608,0.05544538904766264,4,164,81,4250,0.0006020661539812498,0.0010630793449931794,0.823612695310206,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0037,"{'N_ESTIMATORS': 4250, 'LEARNING_RATE': 0.05544538904766264, 'NUM_LEAVES': 81, 'MAX_DEPTH': 4, 'MIN_CHILD_SAMPLES': 164, 'SUBSAMPLE': 0.823612695310206, 'COLSAMPLE_BYTREE': 0.8360500015491608, 'REG_LAMBDA': 0.0010630793449931794, 'REG_ALPHA': 0.0006020661539812498, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8297947553986945, 'MAE': 0.0006433741379110905, 'RMSE': 0.001109846004551446, 'MAPE': 30.236110877076406, 'Bias': -0.00032881275327338176, 'SelectionScore': 0.002887981557298748}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0037\model-20260531-181258-99dfe0c9-train20260611-020802
38,0.0028032513552227315,COMPLETE,0.750235902687964,0.0542243504052007,4,162,117,4750,6.899718394832332e-06,0.016525248037295284,0.7761135824011032,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0038,"{'N_ESTIMATORS': 4750, 'LEARNING_RATE': 0.0542243504052007, 'NUM_LEAVES': 117, 'MAX_DEPTH': 4, 'MIN_CHILD_SAMPLES': 162, 'SUBSAMPLE': 0.7761135824011032, 'COLSAMPLE_BYTREE': 0.750235902687964, 'REG_LAMBDA': 0.016525248037295284, 'REG_ALPHA': 6.899718394832332e-06, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8397214017475975, 'MAE': 0.0006112504098021482, 'RMSE': 0.0010769958297983813, 'MAPE': 29.389280073248923, 'Bias': -0.0003065778684734471, 'SelectionScore': 0.0028032513552227315}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0038\model-20260531-181258-99dfe0c9-train20260611-020811
39,0.0028869301084443397,COMPLETE,0.6942979956099178,0.06948801098397846,10,140,70,4500,1.749910597020374e-05,0.006125018420435402,0.747304100827107,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0039,"{'N_ESTIMATORS': 4500, 'LEARNING_RATE': 0.06948801098397846, 'NUM_LEAVES': 70, 'MAX_DEPTH': 10, 'MIN_CHILD_SAMPLES': 140, 'SUBSAMPLE': 0.747304100827107, 'COLSAMPLE_BYTREE': 0.6942979956099178, 'REG_LAMBDA': 0.006125018420435402, 'REG_ALPHA': 1.749910597020374e-05, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8303037167231324, 'MAE': 0.0006164920987836924, 'RMSE': 0.0011081853870859042, 'MAPE': 25.628514600707145, 'Bias': -0.00035772013102569204, 'SelectionScore': 0.0028869301084443397}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0039\model-20260531-181258-99dfe0c9-train20260611-020821
40,0.002986259253816857,COMPLETE,0.634267888587052,0.02596875089154995,10,155,76,3250,6.146072121258073e-05,0.03484786969124562,0.681695846939575,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0040,"{'N_ESTIMATORS': 3250, 'LEARNING_RATE': 0.02596875089154995, 'NUM_LEAVES': 76, 'MAX_DEPTH': 10, 'MIN_CHILD_SAMPLES': 155, 'SUBSAMPLE': 0.681695846939575, 'COLSAMPLE_BYTREE': 0.634267888587052, 'REG_LAMBDA': 0.03484786969124562, 'REG_ALPHA': 6.146072121258073e-05, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8232666159624966, 'MAE': 0.0006088592925232073, 'RMSE': 0.001130929546509745, 'MAPE': 24.68622236396999, 'Bias': -0.00034614437827308234, 'SelectionScore': 0.002986259253816857}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0040\model-20260531-181258-99dfe0c9-train20260611-020834
41,0.002887776961664045,COMPLETE,0.7846462259970597,0.067867271702664,4,136,146,5000,1.2636902174965818e-06,0.24423501790548757,0.802897389608045,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0041,"{'N_ESTIMATORS': 5000, 'LEARNING_RATE': 0.067867271702664, 'NUM_LEAVES': 146, 'MAX_DEPTH': 4, 'MIN_CHILD_SAMPLES': 136, 'SUBSAMPLE': 0.802897389608045, 'COLSAMPLE_BYTREE': 0.7846462259970597, 'REG_LAMBDA': 0.24423501790548757, 'REG_ALPHA': 1.2636902174965818e-06, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8307628533453275, 'MAE': 0.00062467024248746, 'RMSE': 0.0011066851977041103, 'MAPE': 28.4430111195499, 'Bias': -0.0003382560526412903, 'SelectionScore': 0.002887776961664045}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0041\model-20260531-181258-99dfe0c9-train20260611-020846
42,0.0028617212786845245,COMPLETE,0.7158487429998134,0.06883706619002296,4,153,196,4500,1.2528556937861095e-06,6.31806864075123,0.6900536952292928,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0042,"{'N_ESTIMATORS': 4500, 'LEARNING_RATE': 0.06883706619002296, 'NUM_LEAVES': 196, 'MAX_DEPTH': 4, 'MIN_CHILD_SAMPLES': 153, 'SUBSAMPLE': 0.6900536952292928, 'COLSAMPLE_BYTREE': 0.7158487429998134, 'REG_LAMBDA': 6.31806864075123, 'REG_ALPHA': 1.2528556937861095e-06, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8330586185197542, 'MAE': 0.0006147441068804106, 'RMSE': 0.0010991532678683799, 'MAPE': 28.185185686220454, 'Bias': -0.0003262079370339658, 'SelectionScore': 0.0028617212786845245}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0042\model-20260531-181258-99dfe0c9-train20260611-020856
43,0.0029878271465674294,COMPLETE,0.7593788591210017,0.028167132395074863,4,162,173,4750,1.8349492859475606e-05,0.5694532601869211,0.6397584418013694,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0043,"{'N_ESTIMATORS': 4750, 'LEARNING_RATE': 0.028167132395074863, 'NUM_LEAVES': 173, 'MAX_DEPTH': 4, 'MIN_CHILD_SAMPLES': 162, 'SUBSAMPLE': 0.6397584418013694, 'COLSAMPLE_BYTREE': 0.7593788591210017, 'REG_LAMBDA': 0.5694532601869211, 'REG_ALPHA': 1.8349492859475606e-05, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.820893387752508, 'MAE': 0.0006192808539233802, 'RMSE': 0.0011384974536116199, 'MAPE': 27.451138342630898, 'Bias': -0.0003419356595071676, 'SelectionScore': 0.0029878271465674294}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0043\model-20260531-181258-99dfe0c9-train20260611-020904
44,0.0029700892818697437,COMPLETE,0.7901928277906203,0.0684234919007957,4,131,146,4750,1.9210277457685297e-05,0.10652356468141166,0.8493143649457277,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0044,"{'N_ESTIMATORS': 4750, 'LEARNING_RATE': 0.0684234919007957, 'NUM_LEAVES': 146, 'MAX_DEPTH': 4, 'MIN_CHILD_SAMPLES': 131, 'SUBSAMPLE': 0.8493143649457277, 'COLSAMPLE_BYTREE': 0.7901928277906203, 'REG_LAMBDA': 0.10652356468141166, 'REG_ALPHA': 1.9210277457685297e-05, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8229862555889975, 'MAE': 0.0006203763226495959, 'RMSE': 0.0011318262140708004, 'MAPE': 28.103997377939823, 'Bias': -0.0003038115281316888, 'SelectionScore': 0.0029700892818697437}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0044\model-20260531-181258-99dfe0c9-train20260611-020914
45,0.003388102280733829,COMPLETE,0.7902421804578643,0.05444677579838047,-1,120,142,3750,5.956118401556494e-06,2.431515917454327,0.7319385409281988,384,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0045,"{'N_ESTIMATORS': 3750, 'LEARNING_RATE': 0.05444677579838047, 'NUM_LEAVES': 142, 'MAX_DEPTH': -1, 'MIN_CHILD_SAMPLES': 120, 'SUBSAMPLE': 0.7319385409281988, 'COLSAMPLE_BYTREE': 0.7902421804578643, 'REG_LAMBDA': 2.431515917454327, 'REG_ALPHA': 5.956118401556494e-06, 'WAVEFORM_FEATURE_COUNT': 384}","{'Samples': 3420, 'R2': 0.7759545699592811, 'MAE': 0.0006699303559429215, 'RMSE': 0.0012733397561618103, 'MAPE': 26.065956668202915, 'Bias': -0.00034575577819292416, 'SelectionScore': 0.003388102280733829}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0045\model-20260531-181258-99dfe0c9-train20260611-020924
46,0.003508836268971835,COMPLETE,0.6524327339819899,0.0790723816488877,4,189,217,4500,1.5552883030760646e-06,4.604465031201923,0.7163576132067309,64,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0046,"{'N_ESTIMATORS': 4500, 'LEARNING_RATE': 0.0790723816488877, 'NUM_LEAVES': 217, 'MAX_DEPTH': 4, 'MIN_CHILD_SAMPLES': 189, 'SUBSAMPLE': 0.7163576132067309, 'COLSAMPLE_BYTREE': 0.6524327339819899, 'REG_LAMBDA': 4.604465031201923, 'REG_ALPHA': 1.5552883030760646e-06, 'WAVEFORM_FEATURE_COUNT': 64}","{'Samples': 3420, 'R2': 0.7561952849324064, 'MAE': 0.0007041227160406464, 'RMSE': 0.0013283034605991756, 'MAPE': 28.304981229725335, 'Bias': -0.00045046201127896685, 'SelectionScore': 0.003508836268971835}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0046\model-20260531-181258-99dfe0c9-train20260611-021002
47,0.0030268308431783244,COMPLETE,0.7188172914803475,0.07017158593482797,10,166,50,4250,2.2486290777802787e-05,0.0026810189505000847,0.759390763264679,128,C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0047,"{'N_ESTIMATORS': 4250, 'LEARNING_RATE': 0.07017158593482797, 'NUM_LEAVES': 50, 'MAX_DEPTH': 10, 'MIN_CHILD_SAMPLES': 166, 'SUBSAMPLE': 0.759390763264679, 'COLSAMPLE_BYTREE': 0.7188172914803475, 'REG_LAMBDA': 0.0026810189505000847, 'REG_ALPHA': 2.2486290777802787e-05, 'WAVEFORM_FEATURE_COUNT': 128}","{'Samples': 3420, 'R2': 0.8177207811790618, 'MAE': 0.0006189830760889357, 'RMSE': 0.001148536584102024, 'MAPE': 25.69102428752382, 'Bias': -0.0003384977524979781, 'SelectionScore': 0.0030268308431783244}",C:\Users\jiaotong1\5080train\update\run_logs\publication-hpo-20260611-005517\artifacts\lightgbm\trial_0047\model-20260531-181258-99dfe0c9-train20260611-021009
