feature,importance
waveform_acc_scaled_0045,0.0005690061370842159
waveform_acc_scaled_0029,0.00054837268544361
waveform_acc_scaled_0081,0.0005411572637967765
waveform_acc_scaled_0022,0.0005394661566242576
waveform_acc_scaled_0041,0.0005352215957827866
waveform_acc_scaled_0047,0.0005248697707429528
waveform_acc_scaled_0117,0.0005230703973211348
waveform_acc_scaled_0069,0.00051688909297809
waveform_acc_scaled_0070,0.0005084643489681184
waveform_acc_scaled_0096,0.0005060079856775701
waveform_acc_scaled_0088,0.00050092808669433
waveform_acc_scaled_0056,0.0005004379199817777
wave_mean_abs,0.000494300271384418
waveform_acc_scaled_0004,0.000480601389426738
waveform_acc_scaled_0012,0.0004766724887304008
waveform_acc_scaled_0046,0.000466510042315349
waveform_acc_scaled_0057,0.00046579696936532855
waveform_acc_scaled_0017,0.0004654772928915918
waveform_acc_scaled_0066,0.00046351179480552673
waveform_acc_scaled_0055,0.0004485841782297939
log1p_period_1_sec,0.0004352156538516283
waveform_acc_scaled_0119,0.0004226394521538168
damper_story_4,0.00042036589002236724
waveform_acc_scaled_0109,0.0004185606667306274
wave_cav,0.00041037198388949037
waveform_acc_scaled_0105,0.0004095005278941244
waveform_acc_scaled_0104,0.00039936223765835166
waveform_acc_scaled_0077,0.0003795189841184765
waveform_acc_scaled_0031,0.0003728613955900073
waveform_acc_scaled_0076,0.00037010625237599015
waveform_acc_scaled_0083,0.0003691934107337147
waveform_acc_scaled_0095,0.0003595630405470729
waveform_acc_scaled_0042,0.00034574937308207154
num_floors_x_period,0.00032893483876250684
waveform_acc_scaled_0021,0.0003188526025041938
damper_story_6,0.00031713498174212873
period_1_sec,0.00030320428777486086
damper_story_5,0.0003006785991601646
damper_story_7,0.00029970501782372594
floor_mass,0.0002810813020914793
waveform_acc_scaled_0100,0.0002744545927271247
floor_mass_x_period,0.0002691207337193191
log1p_wave_mean_abs,0.00026457550120539963
height_to_stiffness,0.00022001851175446063
waveform_acc_scaled_0240,0.0
waveform_acc_scaled_0236,0.0
waveform_acc_scaled_0237,0.0
waveform_acc_scaled_0238,0.0
waveform_acc_scaled_0239,0.0
waveform_acc_scaled_0227,0.0
waveform_acc_scaled_0226,0.0
waveform_acc_scaled_0225,0.0
waveform_acc_scaled_0228,0.0
waveform_acc_scaled_0232,0.0
waveform_acc_scaled_0229,0.0
waveform_acc_scaled_0230,0.0
waveform_acc_scaled_0231,0.0
waveform_acc_scaled_0235,0.0
waveform_acc_scaled_0234,0.0
waveform_acc_scaled_0233,0.0
log1p_wave_cav,0.0
log1p_wave_predominant_period,0.0
waveform_acc_scaled_0125,0.0
waveform_acc_scaled_0126,0.0
waveform_acc_scaled_0127,0.0
waveform_acc_scaled_0128,0.0
waveform_acc_scaled_0129,0.0
waveform_acc_scaled_0130,0.0
waveform_acc_scaled_0131,0.0
waveform_acc_scaled_0132,0.0
waveform_acc_scaled_0133,0.0
waveform_acc_scaled_0134,0.0
waveform_acc_scaled_0135,0.0
waveform_acc_scaled_0136,0.0
waveform_acc_scaled_0137,0.0
waveform_acc_scaled_0138,0.0
waveform_acc_scaled_0139,0.0
waveform_acc_scaled_0140,0.0
waveform_acc_scaled_0141,0.0
waveform_acc_scaled_0142,0.0
waveform_acc_scaled_0143,0.0
waveform_acc_scaled_0144,0.0
waveform_acc_scaled_0145,0.0
waveform_acc_scaled_0146,0.0
waveform_acc_scaled_0147,0.0
waveform_acc_scaled_0148,0.0
waveform_acc_scaled_0149,0.0
waveform_acc_scaled_0150,0.0
waveform_acc_scaled_0151,0.0
waveform_acc_scaled_0152,0.0
waveform_acc_scaled_0153,0.0
waveform_acc_scaled_0154,0.0
waveform_acc_scaled_0155,0.0
waveform_acc_scaled_0156,0.0
waveform_acc_scaled_0157,0.0
waveform_acc_scaled_0158,0.0
waveform_acc_scaled_0159,0.0
waveform_acc_scaled_0160,0.0
waveform_acc_scaled_0161,0.0
waveform_acc_scaled_0162,0.0
waveform_acc_scaled_0163,0.0
waveform_acc_scaled_0164,0.0
waveform_acc_scaled_0165,0.0
waveform_acc_scaled_0166,0.0
waveform_acc_scaled_0167,0.0
waveform_acc_scaled_0168,0.0
waveform_acc_scaled_0169,0.0
waveform_acc_scaled_0170,0.0
waveform_acc_scaled_0171,0.0
waveform_acc_scaled_0172,0.0
waveform_acc_scaled_0173,0.0
waveform_acc_scaled_0174,0.0
waveform_acc_scaled_0175,0.0
waveform_acc_scaled_0176,0.0
waveform_acc_scaled_0177,0.0
waveform_acc_scaled_0178,0.0
waveform_acc_scaled_0179,0.0
waveform_acc_scaled_0180,0.0
waveform_acc_scaled_0181,0.0
waveform_acc_scaled_0182,0.0
waveform_acc_scaled_0183,0.0
waveform_acc_scaled_0184,0.0
waveform_acc_scaled_0185,0.0
waveform_acc_scaled_0186,0.0
waveform_acc_scaled_0187,0.0
waveform_acc_scaled_0188,0.0
waveform_acc_scaled_0189,0.0
waveform_acc_scaled_0190,0.0
waveform_acc_scaled_0191,0.0
waveform_acc_scaled_0192,0.0
waveform_acc_scaled_0193,0.0
waveform_acc_scaled_0194,0.0
waveform_acc_scaled_0195,0.0
waveform_acc_scaled_0196,0.0
waveform_acc_scaled_0197,0.0
waveform_acc_scaled_0198,0.0
waveform_acc_scaled_0199,0.0
waveform_acc_scaled_0200,0.0
waveform_acc_scaled_0201,0.0
waveform_acc_scaled_0202,0.0
waveform_acc_scaled_0203,0.0
waveform_acc_scaled_0204,0.0
waveform_acc_scaled_0205,0.0
waveform_acc_scaled_0206,0.0
waveform_acc_scaled_0207,0.0
waveform_acc_scaled_0208,0.0
waveform_acc_scaled_0209,0.0
waveform_acc_scaled_0210,0.0
waveform_acc_scaled_0211,0.0
waveform_acc_scaled_0212,0.0
waveform_acc_scaled_0213,0.0
waveform_acc_scaled_0214,0.0
waveform_acc_scaled_0215,0.0
waveform_acc_scaled_0216,0.0
waveform_acc_scaled_0217,0.0
waveform_acc_scaled_0218,0.0
waveform_acc_scaled_0219,0.0
waveform_acc_scaled_0220,0.0
waveform_acc_scaled_0221,0.0
waveform_acc_scaled_0222,0.0
waveform_acc_scaled_0223,0.0
waveform_acc_scaled_0224,0.0
waveform_acc_scaled_0241,0.0
waveform_acc_scaled_0242,0.0
waveform_acc_scaled_0243,0.0
waveform_acc_scaled_0244,0.0
waveform_acc_scaled_0245,0.0
waveform_acc_scaled_0246,0.0
waveform_acc_scaled_0247,0.0
waveform_acc_scaled_0248,0.0
waveform_acc_scaled_0249,0.0
waveform_acc_scaled_0250,0.0
waveform_acc_scaled_0251,0.0
waveform_acc_scaled_0252,0.0
waveform_acc_scaled_0253,0.0
waveform_acc_scaled_0254,0.0
waveform_acc_scaled_0255,0.0
